ts,temperature,humidity,mq5_raw,mq5_index
2026-04-26T06:09:21.811Z,26,20,141,0.553
2026-04-26T06:09:27.285Z,26,20,135,0.529
2026-04-26T06:09:32.751Z,26,20,134,0.525
2026-04-26T06:09:38.220Z,26,20,131,0.514
2026-04-26T06:09:43.703Z,26,21,147,0.576
2026-04-26T06:09:49.181Z,26,21,145,0.569
2026-04-26T06:09:54.651Z,26,21,146,0.573
2026-04-26T06:10:00.118Z,26,20,146,0.573
2026-04-26T06:10:05.584Z,26,20,147,0.576
2026-04-26T06:10:11.069Z,26,20,145,0.569
2026-04-26T06:10:16.549Z,26,20,145,0.569
2026-04-26T06:10:22.019Z,26,20,147,0.576
2026-04-26T06:10:27.468Z,26,20,145,0.569
2026-04-26T06:10:32.923Z,26,20,146,0.573
2026-04-26T06:10:38.391Z,26,20,145,0.569
2026-04-26T06:10:43.857Z,26,20,147,0.576
2026-04-26T06:10:49.344Z,26,20,147,0.576
2026-04-26T06:10:54.817Z,26,20,145,0.569
2026-04-26T06:11:00.281Z,26,20,147,0.576
2026-04-26T06:11:05.768Z,26,20,146,0.573
2026-04-26T06:11:11.245Z,26,20,147,0.576
2026-04-26T06:11:16.718Z,26,20,145,0.569
2026-04-26T06:11:22.199Z,26,20,145,0.569
2026-04-26T06:11:27.673Z,26,20,146,0.573
2026-04-26T06:11:33.133Z,26,20,145,0.569
2026-04-26T06:11:38.606Z,26,20,145,0.569
2026-04-26T06:11:44.064Z,26,20,147,0.576
2026-04-26T06:11:49.534Z,26,20,145,0.569
2026-04-26T06:11:55.001Z,26,19,147,0.576
2026-04-26T06:12:00.479Z,26,20,145,0.569
2026-04-26T06:12:05.947Z,26,19,147,0.576
2026-04-26T06:12:11.428Z,26,19,147,0.576
2026-04-26T06:12:16.895Z,26,19,146,0.573
2026-04-26T06:12:22.362Z,26,19,145,0.569
2026-04-26T06:12:27.823Z,26,19,146,0.573
2026-04-26T06:12:33.295Z,26,19,146,0.573
2026-04-26T06:12:38.756Z,26,20,145,0.569
2026-04-26T06:12:44.228Z,26,20,145,0.569
2026-04-26T06:12:49.692Z,26,20,146,0.573
2026-04-26T06:12:55.156Z,26,20,146,0.573
2026-04-26T06:13:00.602Z,26,20,147,0.576
2026-04-26T06:13:06.068Z,26,20,146,0.573
2026-04-26T06:13:11.538Z,26,20,146,0.573
2026-04-26T06:13:17.009Z,26,20,147,0.576
2026-04-26T06:13:22.483Z,26,20,145,0.569
2026-04-26T06:13:27.948Z,26,20,146,0.573
2026-04-26T06:13:33.419Z,26,20,145,0.569
2026-04-26T06:13:38.888Z,26,21,145,0.569
2026-04-26T06:13:44.347Z,26,20,147,0.576
2026-04-26T06:13:49.819Z,26,20,145,0.569
2026-04-26T06:13:55.304Z,26,20,146,0.573
2026-04-26T06:14:00.773Z,26,20,147,0.576
2026-04-26T06:14:06.236Z,26,20,145,0.569
2026-04-26T06:14:11.706Z,26,20,145,0.569
2026-04-26T06:14:17.180Z,26,20,146,0.573
2026-04-26T06:14:22.647Z,26,20,147,0.576
2026-04-26T06:14:28.125Z,26,20,147,0.576
2026-04-26T06:14:33.595Z,26,20,145,0.569
2026-04-26T06:14:39.068Z,26,20,145,0.569
2026-04-26T06:14:44.536Z,26,20,147,0.576
2026-04-26T06:14:50.000Z,26,20,146,0.573
2026-04-26T06:14:55.485Z,26,20,147,0.576
2026-04-26T06:15:00.957Z,26,20,145,0.569
2026-04-26T06:15:06.424Z,26,20,146,0.573
2026-04-26T06:15:11.885Z,26,20,145,0.569
2026-04-26T06:15:17.354Z,26,19,145,0.569
2026-04-26T06:15:22.800Z,26,19,145,0.569
2026-04-26T06:15:29.886Z,26,21,149,0.584
2026-04-26T06:15:35.358Z,26,19,149,0.584
2026-04-26T06:15:40.813Z,26,19,150,0.588
2026-04-26T06:15:46.287Z,26,19,150,0.588
2026-04-26T06:15:51.757Z,26,19,135,0.529
2026-04-26T06:15:57.229Z,26,19,146,0.573
2026-04-26T06:16:02.713Z,26,20,145,0.569
2026-04-26T06:16:08.178Z,26,20,147,0.576
2026-04-26T06:16:13.664Z,26,19,148,0.58
2026-04-26T06:16:19.121Z,26,19,146,0.573
2026-04-26T06:16:24.607Z,26,19,147,0.576
2026-04-26T06:16:30.101Z,26,19,147,0.576
2026-04-26T06:16:35.569Z,26,19,146,0.573
2026-04-26T06:16:41.073Z,26,19,147,0.576
2026-04-26T06:16:46.537Z,26,19,146,0.573
2026-04-26T06:16:52.002Z,26,19,145,0.569
2026-04-26T06:16:57.470Z,26,19,147,0.576
2026-04-26T06:17:02.945Z,26,19,147,0.576
2026-04-26T06:17:09.969Z,26,21,145,0.569
2026-04-26T06:17:15.432Z,26,19,147,0.576
2026-04-26T06:17:20.911Z,26,19,146,0.573
2026-04-26T06:17:26.357Z,26,19,145,0.569
2026-04-26T06:17:31.830Z,26,19,146,0.573
2026-04-26T06:17:37.297Z,26,19,145,0.569
2026-04-26T06:17:42.772Z,26,19,146,0.573
2026-04-26T06:17:48.241Z,26,19,145,0.569
2026-04-26T06:17:53.734Z,26,19,147,0.576
2026-04-26T06:17:59.208Z,26,19,146,0.573
2026-04-26T06:18:04.675Z,26,19,146,0.573
2026-04-26T06:18:10.137Z,26,19,145,0.569
2026-04-26T06:18:15.610Z,26,19,145,0.569
2026-04-26T06:18:21.048Z,26,19,146,0.573
2026-04-26T06:18:26.534Z,26,19,145,0.569
2026-04-26T06:18:32.008Z,26,19,146,0.573
2026-04-26T06:18:37.476Z,26,19,145,0.569
2026-04-26T06:18:42.950Z,26,19,146,0.573
2026-04-26T06:18:48.421Z,26,19,146,0.573
2026-04-26T06:18:53.876Z,26,19,145,0.569
2026-04-26T06:18:59.366Z,26,18,145,0.569
2026-04-26T06:19:04.830Z,26,19,145,0.569
2026-04-26T06:19:10.304Z,26,19,145,0.569
2026-04-26T06:19:15.796Z,26,19,147,0.576
2026-04-26T06:19:21.278Z,26,18,145,0.569
2026-04-26T06:19:26.751Z,26,19,145,0.569
2026-04-26T06:19:32.228Z,26,18,145,0.569
2026-04-26T06:19:37.702Z,26,18,145,0.569
2026-04-26T06:19:43.182Z,26,18,145,0.569
2026-04-26T06:19:48.644Z,26,18,145,0.569
2026-04-26T06:19:54.118Z,26,18,145,0.569
2026-04-26T06:19:59.587Z,26,18,147,0.576
2026-04-26T06:20:05.042Z,26,18,145,0.569
2026-04-26T06:20:10.493Z,26,18,147,0.576
2026-04-26T06:20:15.969Z,26,18,145,0.569
2026-04-26T06:20:21.418Z,26,18,145,0.569
2026-04-26T06:20:26.883Z,26,19,145,0.569
2026-04-26T06:20:32.348Z,26,18,146,0.573
2026-04-26T06:20:37.825Z,26,18,145,0.569
2026-04-26T06:20:43.280Z,26,18,147,0.576
2026-04-26T06:20:48.746Z,26,18,146,0.573
2026-04-26T06:20:54.207Z,26,18,147,0.576
2026-04-26T06:20:59.685Z,26,18,145,0.569
2026-04-26T06:21:05.152Z,26,18,145,0.569
2026-04-26T06:21:10.615Z,26,19,146,0.573
2026-04-26T06:21:16.088Z,26,18,147,0.576
2026-04-26T06:21:21.558Z,26,19,146,0.573
2026-04-26T06:21:27.030Z,26,18,145,0.569
2026-04-26T06:21:32.502Z,26,19,146,0.573
2026-04-26T06:21:37.974Z,26,19,146,0.573
2026-04-26T06:21:43.448Z,26,19,145,0.569
2026-04-26T06:21:48.920Z,26,19,147,0.576
2026-04-26T06:21:54.398Z,26,19,146,0.573
2026-04-26T06:21:59.869Z,26,19,147,0.576
2026-04-26T06:22:05.340Z,26,19,145,0.569
2026-04-26T06:22:10.805Z,26,19,145,0.569
